Rank,Tedarikçi Adı,İlgili Kişi,E-posta,Telefon,Website,Adres,Ürün Türü,Ürün Adı,Fiyat USD/kg (EXW),Fiyat USD/kg (FOB Mersin),MOQ (kg),Teknik Özellikler,Belgeler,Teslim Süresi (gün),Ödeme Koşulları,Aylık Kapasite,Dubai Deneyimi,İhracat Yılı,Teknik Destek,Dubai Saha Desteği,Diller,Laboratuvar,Notlar
66,Balıkesir Concrete Chemicals,Fatma Beyaz - Owner,info@balıkesirconcrete.com.tr,+90 254 518 2034,www.balıkesirconcreteche.com.tr,"Balıkesir, Turkey",Retarders,Balıkesir Retarder,2.3,2.05,500,Extended workability control,"TSE, Local Certificates",27,"30% advance, 70% against B/L copy",110 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 110 tons monthly capacity"
67,Çanakkale Concrete Chemicals,Ayşe Yıldız - Owner,info@çanakkaleconcrete.com.tr,+90 269 527 2051,www.çanakkaleconcreteche.com.tr,"Çanakkale, Turkey",Pce Superplasticizers,Çanakkale PCE,3.42,3.17,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",28,"30% advance, 70% against B/L copy",115 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 115 tons monthly capacity"
67,Çanakkale Concrete Chemicals,Ayşe Yıldız - Owner,info@çanakkaleconcrete.com.tr,+90 269 527 2051,www.çanakkaleconcreteche.com.tr,"Çanakkale, Turkey",Accelerators,Çanakkale Accelerator,2.94,2.69,500,"Fast setting, strength development","TSE, Local Certificates",28,"30% advance, 70% against B/L copy",115 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 115 tons monthly capacity"
67,Çanakkale Concrete Chemicals,Ayşe Yıldız - Owner,info@çanakkaleconcrete.com.tr,+90 269 527 2051,www.çanakkaleconcreteche.com.tr,"Çanakkale, Turkey",Retarders,Çanakkale Retarder,2.325,2.075,500,Extended workability control,"TSE, Local Certificates",28,"30% advance, 70% against B/L copy",115 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 115 tons monthly capacity"
68,Tekirdağ Concrete Chemicals,Mehmet Kara - Owner,info@tekirdağconcrete.com.tr,+90 284 536 2068,www.tekirdağconcretechem.com.tr,"Tekirdağ, Turkey",Pce Superplasticizers,Tekirdağ PCE,3.46,3.21,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",29,"30% advance, 70% against B/L copy",120 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 120 tons monthly capacity"
68,Tekirdağ Concrete Chemicals,Mehmet Kara - Owner,info@tekirdağconcrete.com.tr,+90 284 536 2068,www.tekirdağconcretechem.com.tr,"Tekirdağ, Turkey",Accelerators,Tekirdağ Accelerator,2.97,2.72,500,"Fast setting, strength development","TSE, Local Certificates",29,"30% advance, 70% against B/L copy",120 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 120 tons monthly capacity"
68,Tekirdağ Concrete Chemicals,Mehmet Kara - Owner,info@tekirdağconcrete.com.tr,+90 284 536 2068,www.tekirdağconcretechem.com.tr,"Tekirdağ, Turkey",Retarders,Tekirdağ Retarder,2.35,2.1,500,Extended workability control,"TSE, Local Certificates",29,"30% advance, 70% against B/L copy",120 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 120 tons monthly capacity"
69,Düzce Concrete Chemicals,Ali Beyaz - Owner,info@düzceconcrete.com.tr,+90 299 545 2085,www.düzceconcretechemica.com.tr,"Düzce, Turkey",Pce Superplasticizers,Düzce PCE,3.5,3.25,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",30,"30% advance, 70% against B/L copy",125 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 125 tons monthly capacity"
69,Düzce Concrete Chemicals,Ali Beyaz - Owner,info@düzceconcrete.com.tr,+90 299 545 2085,www.düzceconcretechemica.com.tr,"Düzce, Turkey",Accelerators,Düzce Accelerator,3.0,2.75,500,"Fast setting, strength development","TSE, Local Certificates",30,"30% advance, 70% against B/L copy",125 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 125 tons monthly capacity"
69,Düzce Concrete Chemicals,Ali Beyaz - Owner,info@düzceconcrete.com.tr,+90 299 545 2085,www.düzceconcretechemica.com.tr,"Düzce, Turkey",Retarders,Düzce Retarder,2.375,2.125,500,Extended workability control,"TSE, Local Certificates",30,"30% advance, 70% against B/L copy",125 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 125 tons monthly capacity"
70,Bolu Concrete Chemicals,Fatma Yıldız - Owner,info@boluconcrete.com.tr,+90 224 554 2102,www.boluconcretechemical.com.tr,"Bolu, Turkey",Pce Superplasticizers,Bolu PCE,3.54,3.29,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",31,"30% advance, 70% against B/L copy",130 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 130 tons monthly capacity"
70,Bolu Concrete Chemicals,Fatma Yıldız - Owner,info@boluconcrete.com.tr,+90 224 554 2102,www.boluconcretechemical.com.tr,"Bolu, Turkey",Accelerators,Bolu Accelerator,3.0300000000000002,2.7800000000000002,500,"Fast setting, strength development","TSE, Local Certificates",31,"30% advance, 70% against B/L copy",130 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 130 tons monthly capacity"
70,Bolu Concrete Chemicals,Fatma Yıldız - Owner,info@boluconcrete.com.tr,+90 224 554 2102,www.boluconcretechemical.com.tr,"Bolu, Turkey",Retarders,Bolu Retarder,2.4,2.15,500,Extended workability control,"TSE, Local Certificates",31,"30% advance, 70% against B/L copy",130 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 130 tons monthly capacity"
71,Yalova Concrete Chemicals,Ayşe Kara - Owner,info@yalovaconcrete.com.tr,+90 239 563 2119,www.yalovaconcretechemic.com.tr,"Yalova, Turkey",Pce Superplasticizers,Yalova PCE,3.58,3.33,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",32,"30% advance, 70% against B/L copy",135 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 135 tons monthly capacity"
71,Yalova Concrete Chemicals,Ayşe Kara - Owner,info@yalovaconcrete.com.tr,+90 239 563 2119,www.yalovaconcretechemic.com.tr,"Yalova, Turkey",Accelerators,Yalova Accelerator,3.06,2.81,500,"Fast setting, strength development","TSE, Local Certificates",32,"30% advance, 70% against B/L copy",135 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 135 tons monthly capacity"
71,Yalova Concrete Chemicals,Ayşe Kara - Owner,info@yalovaconcrete.com.tr,+90 239 563 2119,www.yalovaconcretechemic.com.tr,"Yalova, Turkey",Retarders,Yalova Retarder,2.425,2.175,500,Extended workability control,"TSE, Local Certificates",32,"30% advance, 70% against B/L copy",135 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 135 tons monthly capacity"
72,Denizli Concrete Chemicals,Mehmet Beyaz - Owner,info@denizliconcrete.com.tr,+90 254 572 2136,www.denizliconcretechemi.com.tr,"Denizli, Turkey",Pce Superplasticizers,Denizli PCE,3.6199999999999997,3.3699999999999997,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",33,"30% advance, 70% against B/L copy",140 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 140 tons monthly capacity"
72,Denizli Concrete Chemicals,Mehmet Beyaz - Owner,info@denizliconcrete.com.tr,+90 254 572 2136,www.denizliconcretechemi.com.tr,"Denizli, Turkey",Accelerators,Denizli Accelerator,3.09,2.84,500,"Fast setting, strength development","TSE, Local Certificates",33,"30% advance, 70% against B/L copy",140 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 140 tons monthly capacity"
72,Denizli Concrete Chemicals,Mehmet Beyaz - Owner,info@denizliconcrete.com.tr,+90 254 572 2136,www.denizliconcretechemi.com.tr,"Denizli, Turkey",Retarders,Denizli Retarder,2.45,2.2,500,Extended workability control,"TSE, Local Certificates",33,"30% advance, 70% against B/L copy",140 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 140 tons monthly capacity"
73,Manisa Concrete Chemicals,Ali Yıldız - Owner,info@manisaconcrete.com.tr,+90 269 581 2153,www.manisaconcretechemic.com.tr,"Manisa, Turkey",Pce Superplasticizers,Manisa PCE,3.6599999999999997,3.4099999999999997,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",34,"30% advance, 70% against B/L copy",145 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 145 tons monthly capacity"
73,Manisa Concrete Chemicals,Ali Yıldız - Owner,info@manisaconcrete.com.tr,+90 269 581 2153,www.manisaconcretechemic.com.tr,"Manisa, Turkey",Accelerators,Manisa Accelerator,3.12,2.87,500,"Fast setting, strength development","TSE, Local Certificates",34,"30% advance, 70% against B/L copy",145 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 145 tons monthly capacity"
73,Manisa Concrete Chemicals,Ali Yıldız - Owner,info@manisaconcrete.com.tr,+90 269 581 2153,www.manisaconcretechemic.com.tr,"Manisa, Turkey",Retarders,Manisa Retarder,2.475,2.225,500,Extended workability control,"TSE, Local Certificates",34,"30% advance, 70% against B/L copy",145 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 145 tons monthly capacity"
74,Balıkesir Concrete Chemicals,Fatma Kara - Owner,info@balıkesirconcrete.com.tr,+90 284 590 2170,www.balıkesirconcreteche.com.tr,"Balıkesir, Turkey",Pce Superplasticizers,Balıkesir PCE,3.6999999999999997,3.4499999999999997,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",25,"30% advance, 70% against B/L copy",150 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 150 tons monthly capacity"
74,Balıkesir Concrete Chemicals,Fatma Kara - Owner,info@balıkesirconcrete.com.tr,+90 284 590 2170,www.balıkesirconcreteche.com.tr,"Balıkesir, Turkey",Accelerators,Balıkesir Accelerator,3.15,2.9,500,"Fast setting, strength development","TSE, Local Certificates",25,"30% advance, 70% against B/L copy",150 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 150 tons monthly capacity"
74,Balıkesir Concrete Chemicals,Fatma Kara - Owner,info@balıkesirconcrete.com.tr,+90 284 590 2170,www.balıkesirconcreteche.com.tr,"Balıkesir, Turkey",Retarders,Balıkesir Retarder,2.5,2.25,500,Extended workability control,"TSE, Local Certificates",25,"30% advance, 70% against B/L copy",150 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 150 tons monthly capacity"
75,Çanakkale Concrete Chemicals,Ayşe Beyaz - Owner,info@çanakkaleconcrete.com.tr,+90 299 599 2187,www.çanakkaleconcreteche.com.tr,"Çanakkale, Turkey",Pce Superplasticizers,Çanakkale PCE,3.7399999999999998,3.4899999999999998,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",26,"30% advance, 70% against B/L copy",155 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 155 tons monthly capacity"
75,Çanakkale Concrete Chemicals,Ayşe Beyaz - Owner,info@çanakkaleconcrete.com.tr,+90 299 599 2187,www.çanakkaleconcreteche.com.tr,"Çanakkale, Turkey",Accelerators,Çanakkale Accelerator,3.18,2.93,500,"Fast setting, strength development","TSE, Local Certificates",26,"30% advance, 70% against B/L copy",155 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 155 tons monthly capacity"
75,Çanakkale Concrete Chemicals,Ayşe Beyaz - Owner,info@çanakkaleconcrete.com.tr,+90 299 599 2187,www.çanakkaleconcreteche.com.tr,"Çanakkale, Turkey",Retarders,Çanakkale Retarder,2.525,2.275,500,Extended workability control,"TSE, Local Certificates",26,"30% advance, 70% against B/L copy",155 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 155 tons monthly capacity"
76,Tekirdağ Concrete Chemicals,Mehmet Yıldız - Owner,info@tekirdağconcrete.com.tr,+90 224 608 2204,www.tekirdağconcretechem.com.tr,"Tekirdağ, Turkey",Pce Superplasticizers,Tekirdağ PCE,3.78,3.53,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",27,"30% advance, 70% against B/L copy",160 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 160 tons monthly capacity"
76,Tekirdağ Concrete Chemicals,Mehmet Yıldız - Owner,info@tekirdağconcrete.com.tr,+90 224 608 2204,www.tekirdağconcretechem.com.tr,"Tekirdağ, Turkey",Accelerators,Tekirdağ Accelerator,3.21,2.96,500,"Fast setting, strength development","TSE, Local Certificates",27,"30% advance, 70% against B/L copy",160 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 160 tons monthly capacity"
76,Tekirdağ Concrete Chemicals,Mehmet Yıldız - Owner,info@tekirdağconcrete.com.tr,+90 224 608 2204,www.tekirdağconcretechem.com.tr,"Tekirdağ, Turkey",Retarders,Tekirdağ Retarder,2.55,2.3,500,Extended workability control,"TSE, Local Certificates",27,"30% advance, 70% against B/L copy",160 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 160 tons monthly capacity"
77,Düzce Concrete Chemicals,Ali Kara - Owner,info@düzceconcrete.com.tr,+90 239 617 2221,www.düzceconcretechemica.com.tr,"Düzce, Turkey",Pce Superplasticizers,Düzce PCE,3.82,3.57,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",28,"30% advance, 70% against B/L copy",165 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 165 tons monthly capacity"
77,Düzce Concrete Chemicals,Ali Kara - Owner,info@düzceconcrete.com.tr,+90 239 617 2221,www.düzceconcretechemica.com.tr,"Düzce, Turkey",Accelerators,Düzce Accelerator,3.24,2.99,500,"Fast setting, strength development","TSE, Local Certificates",28,"30% advance, 70% against B/L copy",165 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 165 tons monthly capacity"
77,Düzce Concrete Chemicals,Ali Kara - Owner,info@düzceconcrete.com.tr,+90 239 617 2221,www.düzceconcretechemica.com.tr,"Düzce, Turkey",Retarders,Düzce Retarder,2.575,2.325,500,Extended workability control,"TSE, Local Certificates",28,"30% advance, 70% against B/L copy",165 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 165 tons monthly capacity"
78,Bolu Concrete Chemicals,Fatma Beyaz - Owner,info@boluconcrete.com.tr,+90 254 626 2238,www.boluconcretechemical.com.tr,"Bolu, Turkey",Pce Superplasticizers,Bolu PCE,3.86,3.61,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",29,"30% advance, 70% against B/L copy",170 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 170 tons monthly capacity"
78,Bolu Concrete Chemicals,Fatma Beyaz - Owner,info@boluconcrete.com.tr,+90 254 626 2238,www.boluconcretechemical.com.tr,"Bolu, Turkey",Accelerators,Bolu Accelerator,3.27,3.02,500,"Fast setting, strength development","TSE, Local Certificates",29,"30% advance, 70% against B/L copy",170 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 170 tons monthly capacity"
78,Bolu Concrete Chemicals,Fatma Beyaz - Owner,info@boluconcrete.com.tr,+90 254 626 2238,www.boluconcretechemical.com.tr,"Bolu, Turkey",Retarders,Bolu Retarder,2.6,2.35,500,Extended workability control,"TSE, Local Certificates",29,"30% advance, 70% against B/L copy",170 tons,Evet,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 170 tons monthly capacity"
79,Yalova Concrete Chemicals,Ayşe Yıldız - Owner,info@yalovaconcrete.com.tr,+90 269 635 2255,www.yalovaconcretechemic.com.tr,"Yalova, Turkey",Pce Superplasticizers,Yalova PCE,3.3,3.05,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",30,"30% advance, 70% against B/L copy",175 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 175 tons monthly capacity"
79,Yalova Concrete Chemicals,Ayşe Yıldız - Owner,info@yalovaconcrete.com.tr,+90 269 635 2255,www.yalovaconcretechemic.com.tr,"Yalova, Turkey",Accelerators,Yalova Accelerator,2.85,2.6,500,"Fast setting, strength development","TSE, Local Certificates",30,"30% advance, 70% against B/L copy",175 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 175 tons monthly capacity"
79,Yalova Concrete Chemicals,Ayşe Yıldız - Owner,info@yalovaconcrete.com.tr,+90 269 635 2255,www.yalovaconcretechemic.com.tr,"Yalova, Turkey",Retarders,Yalova Retarder,2.25,2.0,500,Extended workability control,"TSE, Local Certificates",30,"30% advance, 70% against B/L copy",175 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 175 tons monthly capacity"
80,Denizli Concrete Chemicals,Mehmet Kara - Owner,info@denizliconcrete.com.tr,+90 284 644 2272,www.denizliconcretechemi.com.tr,"Denizli, Turkey",Pce Superplasticizers,Denizli PCE,3.34,3.09,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",31,"30% advance, 70% against B/L copy",180 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 180 tons monthly capacity"
80,Denizli Concrete Chemicals,Mehmet Kara - Owner,info@denizliconcrete.com.tr,+90 284 644 2272,www.denizliconcretechemi.com.tr,"Denizli, Turkey",Accelerators,Denizli Accelerator,2.88,2.63,500,"Fast setting, strength development","TSE, Local Certificates",31,"30% advance, 70% against B/L copy",180 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 180 tons monthly capacity"
80,Denizli Concrete Chemicals,Mehmet Kara - Owner,info@denizliconcrete.com.tr,+90 284 644 2272,www.denizliconcretechemi.com.tr,"Denizli, Turkey",Retarders,Denizli Retarder,2.275,2.025,500,Extended workability control,"TSE, Local Certificates",31,"30% advance, 70% against B/L copy",180 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 180 tons monthly capacity"
81,Manisa Concrete Chemicals,Ali Beyaz - Owner,info@manisaconcrete.com.tr,+90 299 653 2289,www.manisaconcretechemic.com.tr,"Manisa, Turkey",Pce Superplasticizers,Manisa PCE,3.38,3.13,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",32,"30% advance, 70% against B/L copy",185 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 185 tons monthly capacity"
81,Manisa Concrete Chemicals,Ali Beyaz - Owner,info@manisaconcrete.com.tr,+90 299 653 2289,www.manisaconcretechemic.com.tr,"Manisa, Turkey",Accelerators,Manisa Accelerator,2.91,2.66,500,"Fast setting, strength development","TSE, Local Certificates",32,"30% advance, 70% against B/L copy",185 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 185 tons monthly capacity"
81,Manisa Concrete Chemicals,Ali Beyaz - Owner,info@manisaconcrete.com.tr,+90 299 653 2289,www.manisaconcretechemic.com.tr,"Manisa, Turkey",Retarders,Manisa Retarder,2.3,2.05,500,Extended workability control,"TSE, Local Certificates",32,"30% advance, 70% against B/L copy",185 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 185 tons monthly capacity"
82,Balıkesir Concrete Chemicals,Fatma Yıldız - Owner,info@balıkesirconcrete.com.tr,+90 224 662 2306,www.balıkesirconcreteche.com.tr,"Balıkesir, Turkey",Pce Superplasticizers,Balıkesir PCE,3.42,3.17,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",33,"30% advance, 70% against B/L copy",190 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 190 tons monthly capacity"
82,Balıkesir Concrete Chemicals,Fatma Yıldız - Owner,info@balıkesirconcrete.com.tr,+90 224 662 2306,www.balıkesirconcreteche.com.tr,"Balıkesir, Turkey",Accelerators,Balıkesir Accelerator,2.94,2.69,500,"Fast setting, strength development","TSE, Local Certificates",33,"30% advance, 70% against B/L copy",190 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 190 tons monthly capacity"
82,Balıkesir Concrete Chemicals,Fatma Yıldız - Owner,info@balıkesirconcrete.com.tr,+90 224 662 2306,www.balıkesirconcreteche.com.tr,"Balıkesir, Turkey",Retarders,Balıkesir Retarder,2.325,2.075,500,Extended workability control,"TSE, Local Certificates",33,"30% advance, 70% against B/L copy",190 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 190 tons monthly capacity"
83,Çanakkale Concrete Chemicals,Ayşe Kara - Owner,info@çanakkaleconcrete.com.tr,+90 239 671 2323,www.çanakkaleconcreteche.com.tr,"Çanakkale, Turkey",Pce Superplasticizers,Çanakkale PCE,3.46,3.21,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",34,"30% advance, 70% against B/L copy",195 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 195 tons monthly capacity"
83,Çanakkale Concrete Chemicals,Ayşe Kara - Owner,info@çanakkaleconcrete.com.tr,+90 239 671 2323,www.çanakkaleconcreteche.com.tr,"Çanakkale, Turkey",Accelerators,Çanakkale Accelerator,2.97,2.72,500,"Fast setting, strength development","TSE, Local Certificates",34,"30% advance, 70% against B/L copy",195 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 195 tons monthly capacity"
83,Çanakkale Concrete Chemicals,Ayşe Kara - Owner,info@çanakkaleconcrete.com.tr,+90 239 671 2323,www.çanakkaleconcreteche.com.tr,"Çanakkale, Turkey",Retarders,Çanakkale Retarder,2.35,2.1,500,Extended workability control,"TSE, Local Certificates",34,"30% advance, 70% against B/L copy",195 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 195 tons monthly capacity"
84,Tekirdağ Concrete Chemicals,Mehmet Beyaz - Owner,info@tekirdağconcrete.com.tr,+90 254 680 2340,www.tekirdağconcretechem.com.tr,"Tekirdağ, Turkey",Pce Superplasticizers,Tekirdağ PCE,3.5,3.25,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",25,"30% advance, 70% against B/L copy",200 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 200 tons monthly capacity"
84,Tekirdağ Concrete Chemicals,Mehmet Beyaz - Owner,info@tekirdağconcrete.com.tr,+90 254 680 2340,www.tekirdağconcretechem.com.tr,"Tekirdağ, Turkey",Accelerators,Tekirdağ Accelerator,3.0,2.75,500,"Fast setting, strength development","TSE, Local Certificates",25,"30% advance, 70% against B/L copy",200 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 200 tons monthly capacity"
84,Tekirdağ Concrete Chemicals,Mehmet Beyaz - Owner,info@tekirdağconcrete.com.tr,+90 254 680 2340,www.tekirdağconcretechem.com.tr,"Tekirdağ, Turkey",Retarders,Tekirdağ Retarder,2.375,2.125,500,Extended workability control,"TSE, Local Certificates",25,"30% advance, 70% against B/L copy",200 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 200 tons monthly capacity"
85,Düzce Concrete Chemicals,Ali Yıldız - Owner,info@düzceconcrete.com.tr,+90 269 689 2357,www.düzceconcretechemica.com.tr,"Düzce, Turkey",Pce Superplasticizers,Düzce PCE,3.54,3.29,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",26,"30% advance, 70% against B/L copy",205 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 205 tons monthly capacity"
85,Düzce Concrete Chemicals,Ali Yıldız - Owner,info@düzceconcrete.com.tr,+90 269 689 2357,www.düzceconcretechemica.com.tr,"Düzce, Turkey",Accelerators,Düzce Accelerator,3.0300000000000002,2.7800000000000002,500,"Fast setting, strength development","TSE, Local Certificates",26,"30% advance, 70% against B/L copy",205 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 205 tons monthly capacity"
85,Düzce Concrete Chemicals,Ali Yıldız - Owner,info@düzceconcrete.com.tr,+90 269 689 2357,www.düzceconcretechemica.com.tr,"Düzce, Turkey",Retarders,Düzce Retarder,2.4,2.15,500,Extended workability control,"TSE, Local Certificates",26,"30% advance, 70% against B/L copy",205 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 205 tons monthly capacity"
86,Bolu Concrete Chemicals,Fatma Kara - Owner,info@boluconcrete.com.tr,+90 284 698 2374,www.boluconcretechemical.com.tr,"Bolu, Turkey",Pce Superplasticizers,Bolu PCE,3.58,3.33,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",27,"30% advance, 70% against B/L copy",210 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 210 tons monthly capacity"
86,Bolu Concrete Chemicals,Fatma Kara - Owner,info@boluconcrete.com.tr,+90 284 698 2374,www.boluconcretechemical.com.tr,"Bolu, Turkey",Accelerators,Bolu Accelerator,3.06,2.81,500,"Fast setting, strength development","TSE, Local Certificates",27,"30% advance, 70% against B/L copy",210 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 210 tons monthly capacity"
86,Bolu Concrete Chemicals,Fatma Kara - Owner,info@boluconcrete.com.tr,+90 284 698 2374,www.boluconcretechemical.com.tr,"Bolu, Turkey",Retarders,Bolu Retarder,2.425,2.175,500,Extended workability control,"TSE, Local Certificates",27,"30% advance, 70% against B/L copy",210 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 210 tons monthly capacity"
87,Yalova Concrete Chemicals,Ayşe Beyaz - Owner,info@yalovaconcrete.com.tr,+90 299 707 2391,www.yalovaconcretechemic.com.tr,"Yalova, Turkey",Pce Superplasticizers,Yalova PCE,3.6199999999999997,3.3699999999999997,1000,High efficiency polycarboxylate ether,"TSE, Local Certificates",28,"30% advance, 70% against B/L copy",215 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 215 tons monthly capacity"
87,Yalova Concrete Chemicals,Ayşe Beyaz - Owner,info@yalovaconcrete.com.tr,+90 299 707 2391,www.yalovaconcretechemic.com.tr,"Yalova, Turkey",Accelerators,Yalova Accelerator,3.09,2.84,500,"Fast setting, strength development","TSE, Local Certificates",28,"30% advance, 70% against B/L copy",215 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 215 tons monthly capacity"
87,Yalova Concrete Chemicals,Ayşe Beyaz - Owner,info@yalovaconcrete.com.tr,+90 299 707 2391,www.yalovaconcretechemic.com.tr,"Yalova, Turkey",Retarders,Yalova Retarder,2.45,2.2,500,Extended workability control,"TSE, Local Certificates",28,"30% advance, 70% against B/L copy",215 tons,Hayır,5,Evet,Hayır,"Turkish, English",Basic testing,"Tier4 supplier, 215 tons monthly capacity"
